rankingNum,universidadName,presenciaPosicion,impactoPosicion,aperturaPosicion,excelenciaPosicion
3906,Cameron University,12407,1716,4808,4808
3906,Universidad Juárez del Estado de Durango,5697,8901,4064,4064
3909,Syktyvkar State University / Сыктывкарский государственный университет,3837,686,5681,5681
3910,Universidad de Medellín,2656,4031,4064,4064
3910,Rivers State University of Science & Technology,15163,791,5379,5379
3912,Universidad de Monterrey,4724,4322,3824,3824
3912,Anand Agricultural University,8970,8578,4158,4158
3912,Asahi University / 朝日大学,3859,3998,4011,4011
3912,Future University,6604,11458,3599,3599
3916,Instituto Politécnico de Santarém,3778,6212,4471,4471
3916,Agri Mountain University / Ağrı İbrahim Çeçen University,6801,10200,3726,3726
3916,Central Taiwan University of Science & Technology,2561,7211,2924,2924
3916,Erzincan Binali Yıldırım Üniversitesi,2832,12830,1562,1562
3920,Muş Alparslan University,10219,9146,4064,4064
3920,Biruni Üniversitesi,6522,8773,4242,4242
3920,Yulin Normal University / 玉林师范学院,14262,5825,2978,2978
3923,Universidad de Ingeniería y Tecnología UTEC,7928,7269,4284,4284
3923,Fasa University of Medical Sciences,2944,10215,3753,3753
3923,American University of Armenia,1601,5065,4471,4471
3926,Academy of Physical Education in Katowice / Akademia Wychowania Fizycznego Jerzego Kukuczki w Katowicach,6158,8379,4064,4064
3926,Dayalbagh Educational Institute,7038,8838,3726,3726
3926,Hefei Normal University / 合肥师范学院,5437,5268,3414,3414
3926,Indian Veterinary Research Institute,10662,8285,2395,2395
3930,University of Benghazi (University of Garyounis),4919,12955,3297,3297
3930,Universidad de Caldas,2402,5157,3599,3599
3932,National University of Ireland,16262,7055,2619,2619
3932,Instituto Federal de Educação Ciência e Tecnologia do Sul de Minas Gerais IFSULDEMINAS,2415,5078,5013,5013
3934,Universidade Tiradentes UNIT,4125,8150,3342,3342
3934,Senshu University / 専修大学,1926,3831,4242,4242
3934,(1) Universidad Finis Terrae,5791,8351,3726,3726
3934,University of North Alabama,6142,1893,4871,4871
3938,Taylor's University,19720,8196,2266,2266
3938,CUNY York College,7239,7702,4158,4158
3940,Southwest University of Political Science and Law / 西南政法大学,5047,1654,5013,5013
3940,"Dubna International University for Nature Society and Man / Международный Университет природы, общества и человека Дубна",4690,3928,4064,4064
3940,Heze University / 菏泽学院,4597,4348,3852,3852
3940,Konyang University / 건양대학교,2912,8968,2481,2481
3944,University of Petra,3215,7131,4808,4808
3944,University of Science and Culture,6186,10589,3322,3322
3946,Universidad Nacional Tres de Febrero,3598,4261,5013,5013
3946,Guru Jambheshwar University of Science & Technology,8725,8867,2319,2319
3946,Institut National des Sciences Appliquées de Strasbourg / INSA Strasbourg,7005,6792,4064,4064
3946,Kitami Institute of Technology / 北見工業大学,7352,6343,3517,3517
3946,O M Beketov National University of Urban Economy in Kharkiv / Харківський національний університет міського господарства О М Бекетова,1746,5011,5379,5379
3946,National Taipei University of Nursing and Health Sciences / 國立臺北護理健康大學,2255,7590,2863,2863
3946,Osaka Kyoiku University / 大阪教育大学,2934,3605,4284,4284
3946,Tonghua Normal University / 通化师范学院,8021,2503,4565,4565
3954,Qom University of Medical Sciences,2510,8778,2562,2562
3954,Universidad San Ignacio de Loyola,2080,4561,5096,5096
3954,Irkutsk State Technical University / Национальный исследовательский Иркутский государственный технический университет,3910,4188,3975,3975
3957,University of Hormozgan Bandar Abbas,6054,10619,3628,3628
3957,University of Veterinary Medicine Budapest,5466,7133,3898,3898
3957,Acharya Nagarjuna University,11427,7531,2619,2619
3960,Redeemer's University,7159,10165,3753,3753
3961,International Institute of Earthquake Engineering and Seismology,7005,8063,4284,4284
3961,Kyoto Prefectural University / 京都府立大学,4838,6571,3055,3055
3961,Adana Science and Technology University / Adana Bilim ve Teknoloji Üniversitesi,9536,11655,3124,3124
3961,Applied Science Private University,3537,10097,4011,4011
3965,Aletheia University,3744,4569,3824,3824
3965,Suwon University / 수원대학교,4508,6438,3103,3103
3965,Universidade Federal do Tocantins UFT,1263,4849,3852,3852
3965,Instituto Federal de Educação Ciência e Tecnologia de Santa Catarina IFSC,1669,4802,5280,5280
3969,Hubei University of Education (Institute of Economics and Management) / 湖北第二师范学院,8122,5264,3383,3383
3970,Instituto Politécnico de Tomar,5142,6131,4676,4676
3970,University of Texas Permian Basin,8132,3552,5201,5201
3970,University of North Carolina Asheville,3614,10951,3660,3660
3973,Colorado State University Pueblo,7994,5243,4284,4284
3974,Bangalore University,12854,7478,2628,2628
3974,Centre for European Policy Studies,5714,1836,4942,4942
3974,Universitas Pendidikan Ganesha,1817,4418,4011,4011
3977,Lake Forest College,4103,2573,5280,5280
3977,Universidade Vila Velha UVV,12157,9706,3789,3789
3979,Chienkuo Technology University / 建國科技大學全球資訊網,2515,5311,3599,3599
3979,Dr Hari Singh Gour University Sagar University,7352,9131,2328,2328
3981,New Economic School / Российская экономическая школа,8045,4639,4676,4676
3981,Instituto Federal Catarinense,1495,6223,4871,4871
3983,Normandie Université (comUE Normandie Université),11518,10457,1932,1932
3984,Universidad Pedagógica y Tecnológica de Colombia,1453,5560,3599,3599
3985,University of South Carolina Aiken,8239,3332,5201,5201
3985,Vladivostock State University of Economics / Владивостокский государственный университет экономики и сервиса,1345,3608,4415,4415
3985,(1) Yogi Vemana University,17087,11302,3147,3147
3988,Université Paris Est (comUE Université Paris Est),8376,7536,3937,3937
3988,Chang Gung University of Science & Technology / 長庚科技大學全球資訊網,3875,10551,2100,2100
3988,Technical University of Kenya,1500,6090,4808,4808
3988,Guizhou Education University / 贵州师范学院,6456,2290,4748,4748
3992,Bordeaux Sciences Agro / École Nationale Supérieure des Sciences Agronomiques,17087,11266,1667,1667
3992,St Luke's International University,4384,5645,3414,3414
3992,North-Caucasus Federal University (Stavropol State University) / Северо-Кавказский федеральный университет (Ставропольский государственный университет),2141,6529,3688,3688
3992,Park University,9437,1505,5379,5379
3996,Rajasthan Technical University,9668,8130,4199,4199
3996,Università Telematica Internazionale UniNettuno,5021,6667,3073,3073
3996,Universidad del Azuay,140,5542,5013,5013
3999,Université de Mascara,5616,13892,2995,2995
4000,Universidade FUMEC,5008,2584,5518,5518
4000,Islamic Azad University Sari,8857,12968,2460,2460
4002,Beijing International Studies University / 北京第二外国语学院,4610,1629,5096,5096
4003,Kirklareli University,2360,8627,4471,4471
4003,University of Northern Border,13289,9634,3628,3628
4003,Healh Sciences University Istanbul / Sağlık Bilimleri Üniversitesi,8013,11721,4064,4064
4006,Mills College,9319,1034,6147,6147
4006,Aichi University of Education / 愛知教育大学,4271,4326,3975,3975
4008,University of North Bengal Darjeeling,11882,8915,3628,3628
4009,Universidad Nacional Autónoma de Honduras,143,5713,4871,4871
4010,Universidad Alfonso X El Sabio,6650,4419,4011,4011
4010,College of Technological Studies,823,7978,4871,4871
4012,Universidad Autónoma de la Ciudad de México,5035,9137,4123,4123
4013,University of Agriculture Abeokuta,3255,6662,3183,3183
4013,VNU Hanoi University of Science / Trường Đại học Khoa học Tự nhiên,6932,11224,1905,1905
4013,Kyushu Sangyo University / 九州産業大学,3705,4432,3975,3975
4016,Universidad de San Martín de Porres,1423,4180,4242,4242
4017,Hogeschool Inholland,7183,3182,4415,4415
4017,University of Jaffna,2787,9550,4415,4415
4017,Shenyang Pharmaceutical University / 沈阳药科大学,7183,15399,1092,1092
4020,Hochschule Mannheim,6932,4536,3824,3824
4020,Institut Supérieur de l'Aéronautique et de l'Espace ISAE SUPAERO,8485,4879,5013,5013
4020,MISR University for Science & Technology,10155,8977,3726,3726
4023,Pharos University in Alexandria,8567,10195,3852,3852
4023,École Nationale Vétérinaire de Toulouse (Université Fédérale Toulouse Midi-Pyrénées),12929,18375,1840,1840
4023,Hochschule RheinMain,4494,3614,4871,4871
4023,Islamic Azad University Hamedan,7674,11641,2863,2863
4027,Fundación Universitaria Konrad Lorenz,3531,9156,4158,4158
4027,Assam Agricultural University,15997,7944,4199,4199
4027,Aichi Gakuin University / 愛知学院大学,4838,7017,3036,3036
4030,Civil Aviation Flight University of China / 中国民航飞行学院,8151,2883,4528,4528
4031,Sewanee The University of the South,3720,1518,6147,6147
4031,Universidad Católica de Córdoba,2803,8261,4011,4011
4033,Sri Venkateswara College of Engineering,15308,10703,3481,3481
4034,Universitas Mulawarman,1775,4662,4011,4011
4035,Frankfurt Institute for Advanced Studies,21270,12348,1453,1453
4036,College of Europe Bruges,4577,3189,4528,4528
4036,Zurcher Hochschule der Künste,2101,1918,5096,5096
4036,Universidad Nacional Autónoma de Nicaragua Managua,248,1971,5518,5518
4036,University of Imam Hossein,3361,9963,2356,2356
4040,Fuyang Normal University / 阜阳师范学院,7982,5240,3547,3547
4040,Universidade do Oeste de Santa Catarina UNOESC,3458,5439,5013,5013
4040,(1) Banasthali University,15636,8157,2526,2526
4043,Chifeng University / 赤峰学院,10813,3537,4242,4242
4043,Universidad Técnica del Norte,876,8133,4565,4565
4045,(1) Chernivtsi National University Y Fedkovych / Чернівецький національний університет Ю Федьковича,3088,7761,2951,2951
4046,Maharishi Markandeshwar University,13306,6791,2924,2924
4047,Hanoi Medical University / Trường Đại học Y Hà Nội,3948,8715,2678,2678
4047,Hochschule Worms,9110,7657,2786,2786
4049,Chukyo University / 中京大学,4463,3857,4284,4284
4049,Tohoku Gakuin University / 東北学院大学,2158,4892,3937,3937
4051,Huanghuai University (Zhumadian Teachers' College) / 黄淮学院,6829,3350,4415,4415
4052,Sigmund Freud PrivatUniversität Wien,9382,5989,3276,3276
4052,Mapua Institute of Technology,8578,8247,4064,4064
4054,Meijo University / 名城大学,3547,17121,2296,2296
4054,National Textile University Faisalabad,11003,10737,3517,3517
4054,Southwestern Oklahoma State University,4975,3502,4415,4415
4054,Universidade Católica de Brasilia,8663,7979,2742,2742
4054,Federal University Oye Ekiti Ekiti State,3185,6955,4942,4942
4054,Islamic Azad University Shahreza,9251,12478,2842,2842
4060,Nippon Dental University / 日本歯科大学,5766,6486,3224,3224
4061,Osmaniye Korkut Ata University,5651,9721,4123,4123
4061,Gdynia Maritime University / Uniwersytet Morski w Gdyni,4289,7094,3103,3103
4061,China University of Geoscience Beijing / 中国地质大学 (北京),3850,1496,6626,6626
4064,"(3) University of Warsaw Faculty of Mathematics Informatics and Mechanics / Uniwersytetu Warszawskiego Wydział Matematyki, Informatyki i Mechaniki",1444,1737,6626,6626
4064,Universidad de los Llanos,2783,6755,4871,4871
4064,Suez University,8034,17741,2009,2009
4064,Tbilisi State Medical University,5047,10697,3753,3753
4068,Islamic Azad University Shahrekord,7390,13485,2978,2978
4069,Gomal University Dera Ismail Khan,14522,11909,3244,3244
4069,Hormozgan University of Medical Sciences Bandar Abbas,2312,8799,2753,2753
4071,Hochschule Augsburg,3097,1282,5379,5379
4072,Universitas Bengkulu,2030,2017,5096,5096
4072,Mepco Schlenk Engineering College,15292,13404,3036,3036
4074,Universidade Estadual do Sudoeste da Bahia UESB,2667,5192,3824,3824
4074,Akita Prefectural University / 秋田県立大学,3661,7442,3073,3073
4074,Dnipro National University Honchar / Дніпропетровський національний університет О Гончара,3767,4696,3975,3975
4074,Islamic Azad University Arak,4984,11118,2068,2068
4078,Nanzan University / 南山大学,3236,2480,4871,4871
4078,Eszterházy Károly University Eger / Eszterházy Károly Egyetem,2702,9104,3975,3975
4080,UNIFESSPA,3691,5242,5013,5013
4080,Graphic Era University,17569,11393,3363,3363
4080,Goucher College,3980,1259,5379,5379
